# name | realpath | file-arch
pwdecrypt | /usr/local/Cellar/nss/3.123.1/bin/pwdecrypt | Mach-O 64-bit executable x86_64
py.test | /usr/local/bin/py.test | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pyannote-audio-eval | /usr/local/bin/pyannote-audio-eval | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyannote-audio-train | /usr/local/bin/pyannote-audio-train | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyannote-database | /usr/local/bin/pyannote-database | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyannote-metrics | /usr/local/bin/pyannote-metrics | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyannote-pipeline | /usr/local/bin/pyannote-pipeline | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyav | /usr/local/bin/pyav | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pybabel | /usr/local/bin/pybabel | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pycookiecheat | /usr/local/bin/pycookiecheat | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pydoc3 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/pydoc3.14 | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
pydoc3.11 | /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.11/bin/pydoc3.11 | a /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.1
pydoc3.12 | /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12/bin/pydoc3.12 | a /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12
pydoc3.13 | /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/bin/pydoc3.13 | a /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13
pydoc3.14 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/pydoc3.14 | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
pyftmerge | /usr/local/bin/pyftmerge | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyftsubset | /usr/local/bin/pyftsubset | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pygmentize | /usr/local/bin/pygmentize | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
pygrun | /usr/local/bin/pygrun | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pyjson5 | /usr/local/bin/pyjson5 | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
pypdfium2 | /usr/local/bin/pypdfium2 | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pyproject-build | /usr/local/bin/pyproject-build | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pysemver | /usr/local/bin/pysemver | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-android-deploy | /usr/local/bin/pyside6-android-deploy | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-assistant | /usr/local/bin/pyside6-assistant | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-balsam | /usr/local/bin/pyside6-balsam | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-balsamui | /usr/local/bin/pyside6-balsamui | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-deploy | /usr/local/bin/pyside6-deploy | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-designer | /usr/local/bin/pyside6-designer | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-genpyi | /usr/local/bin/pyside6-genpyi | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-linguist | /usr/local/bin/pyside6-linguist | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-lrelease | /usr/local/bin/pyside6-lrelease | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-lupdate | /usr/local/bin/pyside6-lupdate | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-metaobjectdump | /usr/local/bin/pyside6-metaobjectdump | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-project | /usr/local/bin/pyside6-project | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qml | /usr/local/bin/pyside6-qml | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmlcachegen | /usr/local/bin/pyside6-qmlcachegen | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmlformat | /usr/local/bin/pyside6-qmlformat | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmlimportscanner | /usr/local/bin/pyside6-qmlimportscanner | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmllint | /usr/local/bin/pyside6-qmllint | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmlls | /usr/local/bin/pyside6-qmlls | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qmltyperegistrar | /usr/local/bin/pyside6-qmltyperegistrar | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qsb | /usr/local/bin/pyside6-qsb | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-qtpy2cpp | /usr/local/bin/pyside6-qtpy2cpp | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-rcc | /usr/local/bin/pyside6-rcc | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-svgtoqml | /usr/local/bin/pyside6-svgtoqml | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pyside6-uic | /usr/local/bin/pyside6-uic | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pytesseract | /usr/local/bin/pytesseract | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pytest | /usr/local/bin/pytest | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
python3 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/python3.14 | Mach-O 64-bit executable x86_64
python3-config | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/python3.14-config | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
python3.11 | /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.11/bin/python3.11 | Mach-O 64-bit executable x86_64
python3.11-config | /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.11/bin/python3.11-config | a /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.1
python3.12 | /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12/bin/python3.12 | Mach-O 64-bit executable x86_64
python3.12-config | /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12/bin/python3.12-config | a /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12
python3.13 | /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/bin/python3.13 | Mach-O 64-bit executable x86_64
python3.13-config | /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/bin/python3.13-config | a /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13
python3.14 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/python3.14 | Mach-O 64-bit executable x86_64
python3.14-config | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/python3.14-config | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
pzstd | /usr/local/Cellar/zstd/1.5.7_1/bin/pzstd | Mach-O 64-bit executable x86_64
qdarkstyle | /usr/local/bin/qdarkstyle | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
qdarkstyle.example | /usr/local/bin/qdarkstyle.example | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
qdarkstyle.utils | /usr/local/bin/qdarkstyle.utils | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
qr | /usr/local/bin/qr | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
qt-faststart | /usr/local/Cellar/ffmpeg/8.1.1/bin/qt-faststart | Mach-O 64-bit executable x86_64
qtpy | /usr/local/bin/qtpy | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
qwen | /usr/local/lib/node_modules/@qwen-code/qwen-code/cli.js | a /usr/bin/env node script text executable, ASCII text, with very long lines (32
raw2tiff | /usr/local/Cellar/libtiff/4.7.1_1/bin/raw2tiff | Mach-O 64-bit executable x86_64
rdf2dot | /usr/local/bin/rdf2dot | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
rdfgraphisomorphism | /usr/local/bin/rdfgraphisomorphism | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
rdfpipe | /usr/local/bin/rdfpipe | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
rdfs2dot | /usr/local/bin/rdfs2dot | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
rdjpgcom | /usr/local/Cellar/jpeg-turbo/3.1.4.1/bin/rdjpgcom | Mach-O 64-bit executable x86_64
readabilipy | /usr/local/bin/readabilipy | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
recode-sr-latin | /usr/local/Cellar/gettext/1.0/bin/recode-sr-latin | Mach-O 64-bit executable x86_64
redocly | /usr/local/lib/node_modules/@redocly/cli/bin/cli.js | a /usr/bin/env node script text executable, ASCII text
regview | /Applications/LibreOffice.app/Contents/MacOS/regview | Mach-O 64-bit executable arm64
reindexdb | /usr/local/Cellar/postgresql@16/16.14/bin/reindexdb | Mach-O 64-bit executable x86_64
remtest | /usr/local/Cellar/nss/3.123.1/bin/remtest | Mach-O 64-bit executable x86_64
replay.pl | /usr/local/Cellar/nikto/2.6.0/bin/replay.pl | a /usr/bin/perl5.34 script text executable, ASCII text
rsaperf | /usr/local/Cellar/nss/3.123.1/bin/rsaperf | Mach-O 64-bit executable x86_64
rsapoptst | /usr/local/Cellar/nss/3.123.1/bin/rsapoptst | Mach-O 64-bit executable x86_64
rtmpdump | /usr/local/Cellar/rtmpdump/2.4-20151223_3/bin/rtmpdump | Mach-O 64-bit executable x86_64
rtmpgw | /usr/local/Cellar/rtmpdump/2.4-20151223_3/bin/rtmpgw | Mach-O 64-bit executable x86_64
rtmpsrv | /usr/local/Cellar/rtmpdump/2.4-20151223_3/bin/rtmpsrv | Mach-O 64-bit executable x86_64
rtmpsuck | /usr/local/Cellar/rtmpdump/2.4-20151223_3/bin/rtmpsuck | Mach-O 64-bit executable x86_64
rubberband | /usr/local/Cellar/rubberband/4.0.0/bin/rubberband | Mach-O 64-bit executable x86_64
rubberband-r3 | /usr/local/Cellar/rubberband/4.0.0/bin/rubberband-r3 | Mach-O 64-bit executable x86_64
ruff | /usr/local/bin/ruff | Mach-O 64-bit executable x86_64
run-many | /usr/local/bin/run-many | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
runxlrd.py | /usr/local/bin/runxlrd.py | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
sacrebleu | /usr/local/bin/sacrebleu | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
scale_slice_test | /usr/local/Cellar/ffmpeg/8.1.1/bin/scale_slice_test | Mach-O 64-bit executable x86_64
scp2jsonl | /usr/local/bin/scp2jsonl | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
scrapling | /usr/local/bin/scrapling | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
sdbthreadtst | /usr/local/Cellar/nss/3.123.1/bin/sdbthreadtst | Mach-O 64-bit executable x86_64
sdl2-config | /usr/local/Cellar/sdl2/2.32.10/bin/sdl2-config | POSIX shell script text executable, ASCII text, with very long lines (391)
sdrtest | /usr/local/Cellar/nss/3.123.1/bin/sdrtest | Mach-O 64-bit executable x86_64
secmodtest | /usr/local/Cellar/nss/3.123.1/bin/secmodtest | Mach-O 64-bit executable x86_64
seek_print | /usr/local/Cellar/ffmpeg/8.1.1/bin/seek_print | Mach-O 64-bit executable x86_64
segments | /usr/local/bin/segments | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
selfserv | /usr/local/Cellar/nss/3.123.1/bin/selfserv | Mach-O 64-bit executable x86_64
send2trash | /usr/local/bin/send2trash | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
senddoc | /Applications/LibreOffice.app/Contents/Resources/senddoc | POSIX shell script text executable, ASCII text
sensevoice2jsonl | /usr/local/bin/sensevoice2jsonl | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
set_unicharset_properties | /usr/local/Cellar/tesseract/5.5.2/bin/set_unicharset_properties | Mach-O 64-bit executable x86_64
sexp-conv | /usr/local/Cellar/nettle/3.10.2/bin/sexp-conv | Mach-O 64-bit executable x86_64
sha1sum | /usr/local/Cellar/coreutils/9.10/bin/gsha1sum | Mach-O 64-bit executable x86_64
sha224sum | /usr/local/Cellar/coreutils/9.10/bin/gsha224sum | Mach-O 64-bit executable x86_64
sha256sum | /usr/local/Cellar/coreutils/9.10/bin/gsha256sum | Mach-O 64-bit executable x86_64
sha384sum | /usr/local/Cellar/coreutils/9.10/bin/gsha384sum | Mach-O 64-bit executable x86_64
sha512sum | /usr/local/Cellar/coreutils/9.10/bin/gsha512sum | Mach-O 64-bit executable x86_64
shapeclustering | /usr/local/Cellar/tesseract/5.5.2/bin/shapeclustering | Mach-O 64-bit executable x86_64
shellcheck | /usr/local/Cellar/shellcheck/0.11.0/bin/shellcheck | Mach-O 64-bit executable x86_64
shlibsign | /usr/local/Cellar/nss/3.123.1/bin/shlibsign | Mach-O 64-bit executable x86_64
shred | /usr/local/Cellar/coreutils/9.10/bin/gshred | Mach-O 64-bit executable x86_64
shuf | /usr/local/Cellar/coreutils/9.10/bin/gshuf | Mach-O 64-bit executable x86_64
sidxindex | /usr/local/Cellar/ffmpeg/8.1.1/bin/sidxindex | Mach-O 64-bit executable x86_64
signtool | /usr/local/Cellar/nss/3.123.1/bin/signtool | Mach-O 64-bit executable x86_64
signver | /usr/local/Cellar/nss/3.123.1/bin/signver | Mach-O 64-bit executable x86_64
slide-add-voice | /usr/local/bin/slide-add-voice | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
slide-check-fonts | /usr/local/bin/slide-check-fonts | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
slide-delete-notes | /usr/local/bin/slide-delete-notes | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
slide-manual-transition | /usr/local/bin/slide-manual-transition | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
slide-video-formatter | /usr/local/bin/slide-video-formatter | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
slugify | /usr/local/bin/slugify | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
sndfile-cmp | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-cmp | Mach-O 64-bit executable x86_64
sndfile-concat | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-concat | Mach-O 64-bit executable x86_64
sndfile-convert | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-convert | Mach-O 64-bit executable x86_64
sndfile-deinterleave | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-deinterleave | Mach-O 64-bit executable x86_64
sndfile-info | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-info | Mach-O 64-bit executable x86_64
sndfile-interleave | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-interleave | Mach-O 64-bit executable x86_64
sndfile-metadata-get | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-metadata-get | Mach-O 64-bit executable x86_64
sndfile-metadata-set | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-metadata-set | Mach-O 64-bit executable x86_64
sndfile-play | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-play | Mach-O 64-bit executable x86_64
sndfile-salvage | /usr/local/Cellar/libsndfile/1.2.2_1/bin/sndfile-salvage | Mach-O 64-bit executable x86_64
soffice | /usr/local/Caskroom/libreoffice/26.2.3/soffice.wrapper.sh | POSIX shell script text executable, ASCII text
source2c | /usr/local/Cellar/ffmpeg/8.1.1/bin/source2c | POSIX shell script text executable, ASCII text
sparqlquery | /usr/local/bin/sparqlquery | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
spit | /usr/local/Cellar/gettext/1.0/bin/spit | Python script text executable, Unicode text, UTF-8 text
sprc | /usr/local/bin/sprc | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
sshtunnel | /usr/local/bin/sshtunnel | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
ssltap | /usr/local/Cellar/nss/3.123.1/bin/ssltap | Mach-O 64-bit executable x86_64
starship | /usr/local/Cellar/starship/1.24.2/bin/starship | Mach-O 64-bit executable x86_64
stdbuf | /usr/local/Cellar/coreutils/9.10/bin/gstdbuf | Mach-O 64-bit executable x86_64
stl | /usr/local/bin/stl | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
stl2ascii | /usr/local/bin/stl2ascii | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
stl2bin | /usr/local/bin/stl2bin | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
streamlit | /usr/local/bin/streamlit | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
strsclnt | /usr/local/Cellar/nss/3.123.1/bin/strsclnt | Mach-O 64-bit executable x86_64
studio | /Applications/Android Studio.app/Contents/MacOS/studio | Mach-O universal binary with 2 architectures: [x86_64:Mach-O 64-bit executable x
/Applications/Android Studio.app/Contents/MacOS/studio (for architecture x86_64)
/Applications/Android Studio.app/Contents/MacOS/studio (for architecture arm64):
symkeyutil | /usr/local/Cellar/nss/3.123.1/bin/symkeyutil | Mach-O 64-bit executable x86_64
syncthing | /usr/local/Cellar/syncthing/2.0.14/bin/syncthing | Mach-O 64-bit executable x86_64
tabulate | /usr/local/bin/tabulate | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
tac | /usr/local/Cellar/coreutils/9.10/bin/gtac | Mach-O 64-bit executable x86_64
tailscale | /usr/local/Cellar/tailscale/1.94.2/bin/tailscale | Mach-O 64-bit executable x86_64
tailscaled | /usr/local/Cellar/tailscale/1.94.2/bin/tailscaled | Mach-O 64-bit executable x86_64
target_dec_fate.sh | /usr/local/Cellar/ffmpeg/8.1.1/bin/target_dec_fate.sh | POSIX shell script text executable, ASCII text
tavily-mcp | /usr/local/lib/node_modules/tavily-mcp/build/index.js | a /usr/bin/env node script text executable, ASCII text, with very long lines (33
tectonic | /usr/local/Cellar/tectonic/0.16.9/bin/tectonic | Mach-O 64-bit executable x86_64
tesseract | /usr/local/Cellar/tesseract/5.5.2/bin/tesseract | Mach-O 64-bit executable x86_64
text2image | /usr/local/Cellar/tesseract/5.5.2/bin/text2image | Mach-O 64-bit executable x86_64
tiff2bw | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiff2bw | Mach-O 64-bit executable x86_64
tiff2pdf | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiff2pdf | Mach-O 64-bit executable x86_64
tiff2ps | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiff2ps | Mach-O 64-bit executable x86_64
tiff2rgba | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiff2rgba | Mach-O 64-bit executable x86_64
tiffcmp | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffcmp | Mach-O 64-bit executable x86_64
tiffcp | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffcp | Mach-O 64-bit executable x86_64
tiffcrop | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffcrop | Mach-O 64-bit executable x86_64
tiffdither | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffdither | Mach-O 64-bit executable x86_64
tiffdump | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffdump | Mach-O 64-bit executable x86_64
tiffinfo | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffinfo | Mach-O 64-bit executable x86_64
tiffmedian | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffmedian | Mach-O 64-bit executable x86_64
tiffset | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffset | Mach-O 64-bit executable x86_64
tiffsplit | /usr/local/Cellar/libtiff/4.7.1_1/bin/tiffsplit | Mach-O 64-bit executable x86_64
tificc | /usr/local/Cellar/little-cms2/2.19/bin/tificc | Mach-O 64-bit executable x86_64
timeout | /usr/local/Cellar/coreutils/9.10/bin/gtimeout | Mach-O 64-bit executable x86_64
tiny-agents | /usr/local/bin/tiny-agents | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
tjbench | /usr/local/Cellar/jpeg-turbo/3.1.4.1/bin/tjbench | Mach-O 64-bit executable x86_64
tmux | /usr/local/Cellar/tmux/3.6a/bin/tmux | Mach-O 64-bit executable x86_64
torchrun | /usr/local/bin/torchrun | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
tqdm | /usr/local/bin/tqdm | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
transformers | /usr/local/bin/transformers | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
transformers-cli | /usr/local/bin/transformers-cli | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
transicc | /usr/local/Cellar/little-cms2/2.19/bin/transicc | Mach-O 64-bit executable x86_64
translate-server | /usr/local/lib/node_modules/translate-server/dist/index.js | Unicode text, UTF-8 text
trasher | /usr/local/Cellar/ffmpeg/8.1.1/bin/trasher | Mach-O 64-bit executable x86_64
trietool | /usr/local/Cellar/libdatrie/0.2.14/bin/trietool | Mach-O 64-bit executable x86_64
trietool-0.2 | /usr/local/Cellar/libdatrie/0.2.14/bin/trietool | Mach-O 64-bit executable x86_64
trimesh | /usr/local/bin/trimesh | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
trust | /usr/local/Cellar/p11-kit/0.26.2/bin/trust | Mach-O 64-bit executable x86_64
tstclnt | /usr/local/Cellar/nss/3.123.1/bin/tstclnt | Mach-O 64-bit executable x86_64
ttx | /usr/local/bin/ttx | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
typer | /usr/local/bin/typer | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
uchardet | /usr/local/Cellar/uchardet/0.0.8/bin/uchardet | Mach-O 64-bit executable x86_64
udunits2 | /usr/local/Cellar/udunits/2.2.28/bin/udunits2 | Mach-O 64-bit executable x86_64
unar | /usr/local/Cellar/unar/1.10.8_5/bin/unar | Mach-O 64-bit executable x86_64
uncoded_frame | /usr/local/Cellar/ffmpeg/8.1.1/bin/uncoded_frame | Mach-O 64-bit executable x86_64
undill | /usr/local/bin/undill | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
unicharset_extractor | /usr/local/Cellar/tesseract/5.5.2/bin/unicharset_extractor | Mach-O 64-bit executable x86_64
unlz4 | /usr/local/Cellar/lz4/1.10.0/bin/lz4 | Mach-O 64-bit executable x86_64
unlzma | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
uno | /Applications/LibreOffice.app/Contents/MacOS/uno | Mach-O 64-bit executable arm64
unoinfo | /Applications/LibreOffice.app/Contents/Resources/unoinfo | POSIX shell script text executable, ASCII text
unopkg | /Applications/LibreOffice.app/Contents/MacOS/unopkg | Mach-O 64-bit executable arm64
unwrap-diff | /usr/local/Cellar/ffmpeg/8.1.1/bin/unwrap-diff | POSIX shell script text executable, ASCII text
unxz | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
unzstd | /usr/local/Cellar/zstd/1.5.7_1/bin/zstd | Mach-O 64-bit executable x86_64
update-tld-names | /usr/local/bin/update-tld-names | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
upload_theme | /usr/local/bin/upload_theme | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
uri-encode | /Applications/LibreOffice.app/Contents/MacOS/uri-encode | Mach-O 64-bit executable arm64
uv | /usr/local/bin/uv | Mach-O 64-bit executable x86_64
uvicorn | /usr/local/bin/uvicorn | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
uvx | /usr/local/bin/uvx | Mach-O 64-bit executable x86_64
vacuumdb | /usr/local/Cellar/postgresql@16/16.14/bin/vacuumdb | Mach-O 64-bit executable x86_64
vacuumlo | /usr/local/Cellar/postgresql@16/16.14/bin/vacuumlo | Mach-O 64-bit executable x86_64
validation | /usr/local/Cellar/nss/3.123.1/bin/validation | Mach-O 64-bit executable x86_64
vba_extract.py | /usr/local/bin/vba_extract.py | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
vc | /usr/local/lib/node_modules/vercel/dist/vc.js | a /usr/bin/env node script text executable, ASCII text
venc_data_dump | /usr/local/Cellar/ffmpeg/8.1.1/bin/venc_data_dump | Mach-O 64-bit executable x86_64
vercel | /usr/local/lib/node_modules/vercel/dist/vc.js | a /usr/bin/env node script text executable, ASCII text
vfychain | /usr/local/Cellar/nss/3.123.1/bin/vfychain | Mach-O 64-bit executable x86_64
vfyserv | /usr/local/Cellar/nss/3.123.1/bin/vfyserv | Mach-O 64-bit executable x86_64
vikingbot | /usr/local/bin/vikingbot | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
vmaf | /usr/local/Cellar/libvmaf/3.1.0/bin/vmaf | Mach-O 64-bit executable x86_64
voxcpm | /usr/local/bin/voxcpm | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
vspipe | /usr/local/Cellar/vapoursynth/73/bin/vspipe | Mach-O 64-bit executable x86_64
vwebp | /usr/local/Cellar/webp/1.6.0/bin/vwebp | Mach-O 64-bit executable x86_64
watchfiles | /usr/local/bin/watchfiles | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
watchgnupg | /usr/local/Cellar/gnupg/2.5.19/bin/watchgnupg | Mach-O 64-bit executable x86_64
watchmedo | /usr/local/bin/watchmedo | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
webpinfo | /usr/local/Cellar/webp/1.6.0/bin/webpinfo | Mach-O 64-bit executable x86_64
webpmux | /usr/local/Cellar/webp/1.6.0/bin/webpmux | Mach-O 64-bit executable x86_64
websockets | /usr/local/bin/websockets | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
wget | /usr/local/Cellar/wget/1.25.0/bin/wget | Mach-O 64-bit executable x86_64
wheel | /usr/local/bin/wheel | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
