# name | realpath | file-arch
funasr-train | /usr/local/bin/funasr-train | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
funasr-train-ds | /usr/local/bin/funasr-train-ds | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
g++-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/g++-15 | Mach-O 64-bit executable x86_64
g[ | /usr/local/Cellar/coreutils/9.10/bin/g[ | Mach-O 64-bit executable x86_64
gb2sum | /usr/local/Cellar/coreutils/9.10/bin/gb2sum | Mach-O 64-bit executable x86_64
gbase32 | /usr/local/Cellar/coreutils/9.10/bin/gbase32 | Mach-O 64-bit executable x86_64
gbase64 | /usr/local/Cellar/coreutils/9.10/bin/gbase64 | Mach-O 64-bit executable x86_64
gbasename | /usr/local/Cellar/coreutils/9.10/bin/gbasename | Mach-O 64-bit executable x86_64
gbasenc | /usr/local/Cellar/coreutils/9.10/bin/gbasenc | Mach-O 64-bit executable x86_64
gcat | /usr/local/Cellar/coreutils/9.10/bin/gcat | Mach-O 64-bit executable x86_64
gcc-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcc-15 | Mach-O 64-bit executable x86_64
gcc-ar-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcc-ar-15 | Mach-O 64-bit executable x86_64
gcc-nm-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcc-nm-15 | Mach-O 64-bit executable x86_64
gcc-ranlib-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcc-ranlib-15 | Mach-O 64-bit executable x86_64
gchgrp | /usr/local/Cellar/coreutils/9.10/bin/gchgrp | Mach-O 64-bit executable x86_64
gchmod | /usr/local/Cellar/coreutils/9.10/bin/gchmod | Mach-O 64-bit executable x86_64
gchown | /usr/local/Cellar/coreutils/9.10/bin/gchown | Mach-O 64-bit executable x86_64
gchroot | /usr/local/Cellar/coreutils/9.10/bin/gchroot | Mach-O 64-bit executable x86_64
gcksum | /usr/local/Cellar/coreutils/9.10/bin/gcksum | Mach-O 64-bit executable x86_64
gcloud | /usr/local/share/google-cloud-sdk/bin/gcloud | POSIX shell script text executable, ASCII text
gcomm | /usr/local/Cellar/coreutils/9.10/bin/gcomm | Mach-O 64-bit executable x86_64
gcov-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcov-15 | Mach-O 64-bit executable x86_64
gcov-dump-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcov-dump-15 | Mach-O 64-bit executable x86_64
gcov-tool-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gcov-tool-15 | Mach-O 64-bit executable x86_64
gcp | /usr/local/Cellar/coreutils/9.10/bin/gcp | Mach-O 64-bit executable x86_64
gcsplit | /usr/local/Cellar/coreutils/9.10/bin/gcsplit | Mach-O 64-bit executable x86_64
gcut | /usr/local/Cellar/coreutils/9.10/bin/gcut | Mach-O 64-bit executable x86_64
gdate | /usr/local/Cellar/coreutils/9.10/bin/gdate | Mach-O 64-bit executable x86_64
gdbus | /usr/local/Cellar/glib/2.88.2/bin/gdbus | Mach-O 64-bit executable x86_64
gdbus-codegen | /usr/local/Cellar/glib/2.88.2/bin/gdbus-codegen | Python script text executable, ASCII text
gdd | /usr/local/Cellar/coreutils/9.10/bin/gdd | Mach-O 64-bit executable x86_64
gdf | /usr/local/Cellar/coreutils/9.10/bin/gdf | Mach-O 64-bit executable x86_64
gdir | /usr/local/Cellar/coreutils/9.10/bin/gdir | Mach-O 64-bit executable x86_64
gdircolors | /usr/local/Cellar/coreutils/9.10/bin/gdircolors | Mach-O 64-bit executable x86_64
gdirname | /usr/local/Cellar/coreutils/9.10/bin/gdirname | Mach-O 64-bit executable x86_64
gdu | /usr/local/Cellar/coreutils/9.10/bin/gdu | Mach-O 64-bit executable x86_64
gecho | /usr/local/Cellar/coreutils/9.10/bin/gecho | Mach-O 64-bit executable x86_64
gemini | /usr/local/lib/node_modules/@google/gemini-cli/dist/index.js | a /usr/bin/env node script text executable, ASCII text
gen-rc | /usr/local/Cellar/ffmpeg/8.1.1/bin/gen-rc | POSIX shell script text executable, ASCII text
general_assembly.pl | /usr/local/Cellar/ffmpeg/8.1.1/bin/general_assembly.pl | Perl script text executable
gengal | /Applications/LibreOffice.app/Contents/MacOS/gengal | Mach-O 64-bit executable arm64
genv | /usr/local/Cellar/coreutils/9.10/bin/genv | Mach-O 64-bit executable x86_64
get_gprof | /usr/local/bin/get_gprof | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
get_objgraph | /usr/local/bin/get_objgraph | Objective-C source text, ASCII text
gettext | /usr/local/Cellar/gettext/1.0/bin/gettext | Mach-O 64-bit executable x86_64
gettext.sh | /usr/local/Cellar/gettext/1.0/bin/gettext.sh | POSIX shell script text executable, ASCII text
gettextize | /usr/local/Cellar/gettext/1.0/bin/gettextize | POSIX shell script text executable, ASCII text
gexpand | /usr/local/Cellar/coreutils/9.10/bin/gexpand | Mach-O 64-bit executable x86_64
gexpr | /usr/local/Cellar/coreutils/9.10/bin/gexpr | Mach-O 64-bit executable x86_64
gfactor | /usr/local/Cellar/coreutils/9.10/bin/gfactor | Mach-O 64-bit executable x86_64
gfalse | /usr/local/Cellar/coreutils/9.10/bin/gfalse | Mach-O 64-bit executable x86_64
gfmt | /usr/local/Cellar/coreutils/9.10/bin/gfmt | Mach-O 64-bit executable x86_64
gfold | /usr/local/Cellar/coreutils/9.10/bin/gfold | Mach-O 64-bit executable x86_64
gfortran | /usr/local/Cellar/gcc/15.2.0_1/bin/gfortran-15 | Mach-O 64-bit executable x86_64
gfortran-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/gfortran-15 | Mach-O 64-bit executable x86_64
ggroups | /usr/local/Cellar/coreutils/9.10/bin/ggroups | Mach-O 64-bit executable x86_64
ghead | /usr/local/Cellar/coreutils/9.10/bin/ghead | Mach-O 64-bit executable x86_64
ghostid | /usr/local/Cellar/coreutils/9.10/bin/ghostid | Mach-O 64-bit executable x86_64
gi-compile-repository | /usr/local/Cellar/glib/2.88.2/bin/gi-compile-repository | Mach-O 64-bit executable x86_64
gi-decompile-typelib | /usr/local/Cellar/glib/2.88.2/bin/gi-decompile-typelib | Mach-O 64-bit executable x86_64
gi-inspect-typelib | /usr/local/Cellar/glib/2.88.2/bin/gi-inspect-typelib | Mach-O 64-bit executable x86_64
gid | /usr/local/Cellar/coreutils/9.10/bin/gid | Mach-O 64-bit executable x86_64
gif2webp | /usr/local/Cellar/webp/1.6.0/bin/gif2webp | Mach-O 64-bit executable x86_64
gifbuild | /usr/local/Cellar/giflib/6.1.3/bin/gifbuild | Mach-O 64-bit executable x86_64
gifclrmp | /usr/local/Cellar/giflib/6.1.3/bin/gifclrmp | Mach-O 64-bit executable x86_64
giffix | /usr/local/Cellar/giflib/6.1.3/bin/giffix | Mach-O 64-bit executable x86_64
giftext | /usr/local/Cellar/giflib/6.1.3/bin/giftext | Mach-O 64-bit executable x86_64
giftool | /usr/local/Cellar/giflib/6.1.3/bin/giftool | Mach-O 64-bit executable x86_64
ginstall | /usr/local/Cellar/coreutils/9.10/bin/ginstall | Mach-O 64-bit executable x86_64
gio | /usr/local/Cellar/glib/2.88.2/bin/gio | Mach-O 64-bit executable x86_64
gio-querymodules | /usr/local/Cellar/glib/2.88.2/bin/gio-querymodules | Mach-O 64-bit executable x86_64
git-credential-gcloud | /usr/local/share/google-cloud-sdk/bin/git-credential-gcloud.sh | POSIX shell script text executable, ASCII text
git-filter-repo | /usr/local/bin/git-filter-repo | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
gitleaks | /usr/local/Cellar/gitleaks/8.30.1/bin/gitleaks | Mach-O 64-bit executable x86_64
gjoin | /usr/local/Cellar/coreutils/9.10/bin/gjoin | Mach-O 64-bit executable x86_64
glib-compile-resources | /usr/local/Cellar/glib/2.88.2/bin/glib-compile-resources | Mach-O 64-bit executable x86_64
glib-compile-schemas | /usr/local/Cellar/glib/2.88.2/bin/glib-compile-schemas | Mach-O 64-bit executable x86_64
glib-genmarshal | /usr/local/Cellar/glib/2.88.2/bin/glib-genmarshal | Python script text executable, ASCII text
glib-gettextize | /usr/local/Cellar/glib/2.88.2/bin/glib-gettextize | POSIX shell script text executable, ASCII text
glib-mkenums | /usr/local/Cellar/glib/2.88.2/bin/glib-mkenums | Python script text executable, ASCII text
glink | /usr/local/Cellar/coreutils/9.10/bin/glink | Mach-O 64-bit executable x86_64
gln | /usr/local/Cellar/coreutils/9.10/bin/gln | Mach-O 64-bit executable x86_64
glogname | /usr/local/Cellar/coreutils/9.10/bin/glogname | Mach-O 64-bit executable x86_64
gls | /usr/local/Cellar/coreutils/9.10/bin/gls | Mach-O 64-bit executable x86_64
glslc | /usr/local/Cellar/shaderc/2026.2/bin/glslc | Mach-O 64-bit executable x86_64
gmd5sum | /usr/local/Cellar/coreutils/9.10/bin/gmd5sum | Mach-O 64-bit executable x86_64
gmkdir | /usr/local/Cellar/coreutils/9.10/bin/gmkdir | Mach-O 64-bit executable x86_64
gmkfifo | /usr/local/Cellar/coreutils/9.10/bin/gmkfifo | Mach-O 64-bit executable x86_64
gmknod | /usr/local/Cellar/coreutils/9.10/bin/gmknod | Mach-O 64-bit executable x86_64
gmktemp | /usr/local/Cellar/coreutils/9.10/bin/gmktemp | Mach-O 64-bit executable x86_64
gmv | /usr/local/Cellar/coreutils/9.10/bin/gmv | Mach-O 64-bit executable x86_64
gnice | /usr/local/Cellar/coreutils/9.10/bin/gnice | Mach-O 64-bit executable x86_64
gnl | /usr/local/Cellar/coreutils/9.10/bin/gnl | Mach-O 64-bit executable x86_64
gnohup | /usr/local/Cellar/coreutils/9.10/bin/gnohup | Mach-O 64-bit executable x86_64
gnproc | /usr/local/Cellar/coreutils/9.10/bin/gnproc | Mach-O 64-bit executable x86_64
gnumfmt | /usr/local/Cellar/coreutils/9.10/bin/gnumfmt | Mach-O 64-bit executable x86_64
gnupg-key-manage | /usr/local/Cellar/gpgme/2.0.1/bin/gnupg-key-manage | Mach-O 64-bit executable x86_64
gnutls-certtool | /usr/local/Cellar/gnutls/3.8.13/bin/gnutls-certtool | Mach-O 64-bit executable x86_64
gnutls-cli | /usr/local/Cellar/gnutls/3.8.13/bin/gnutls-cli | Mach-O 64-bit executable x86_64
gnutls-cli-debug | /usr/local/Cellar/gnutls/3.8.13/bin/gnutls-cli-debug | Mach-O 64-bit executable x86_64
gnutls-serv | /usr/local/Cellar/gnutls/3.8.13/bin/gnutls-serv | Mach-O 64-bit executable x86_64
gobject-query | /usr/local/Cellar/glib/2.88.2/bin/gobject-query | Mach-O 64-bit executable x86_64
god | /usr/local/Cellar/coreutils/9.10/bin/god | Mach-O 64-bit executable x86_64
google | /usr/local/bin/google | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
google-oauthlib-tool | /usr/local/bin/google-oauthlib-tool | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
gpaste | /usr/local/Cellar/coreutils/9.10/bin/gpaste | Mach-O 64-bit executable x86_64
gpathchk | /usr/local/Cellar/coreutils/9.10/bin/gpathchk | Mach-O 64-bit executable x86_64
gpg | /usr/local/Cellar/gnupg/2.5.19/bin/gpg | Mach-O 64-bit executable x86_64
gpg-agent | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-agent | Mach-O 64-bit executable x86_64
gpg-authcode-sign.sh | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-authcode-sign.sh | POSIX shell script text executable, ASCII text
gpg-card | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-card | Mach-O 64-bit executable x86_64
gpg-connect-agent | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-connect-agent | Mach-O 64-bit executable x86_64
gpg-error | /usr/local/Cellar/libgpg-error/1.61/bin/gpg-error | Mach-O 64-bit executable x86_64
gpg-error-config | /usr/local/Cellar/libgpg-error/1.61/bin/gpg-error-config | POSIX shell script text executable, ASCII text
gpg-mail-tube | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-mail-tube | Mach-O 64-bit executable x86_64
gpg-wks-client | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-wks-client | Mach-O 64-bit executable x86_64
gpg-wks-server | /usr/local/Cellar/gnupg/2.5.19/bin/gpg-wks-server | Mach-O 64-bit executable x86_64
gpgconf | /usr/local/Cellar/gnupg/2.5.19/bin/gpgconf | Mach-O 64-bit executable x86_64
gpgme-config | /usr/local/Cellar/gpgme/2.0.1/bin/gpgme-config | POSIX shell script text executable, ASCII text
gpgme-json | /usr/local/Cellar/gpgme/2.0.1/bin/gpgme-json | Mach-O 64-bit executable x86_64
gpgme-tool | /usr/local/Cellar/gpgme/2.0.1/bin/gpgme-tool | Mach-O 64-bit executable x86_64
gpgparsemail | /usr/local/Cellar/gnupg/2.5.19/bin/gpgparsemail | Mach-O 64-bit executable x86_64
gpgrt-config | /usr/local/Cellar/libgpg-error/1.61/bin/gpgrt-config | POSIX shell script text executable, ASCII text
gpgscm | /usr/local/Cellar/gnupg/2.5.19/bin/gpgscm | Mach-O 64-bit executable x86_64
gpgsm | /usr/local/Cellar/gnupg/2.5.19/bin/gpgsm | Mach-O 64-bit executable x86_64
gpgsplit | /usr/local/Cellar/gnupg/2.5.19/bin/gpgsplit | Mach-O 64-bit executable x86_64
gpgtar | /usr/local/Cellar/gnupg/2.5.19/bin/gpgtar | Mach-O 64-bit executable x86_64
gpgv | /usr/local/Cellar/gnupg/2.5.19/bin/gpgv | Mach-O 64-bit executable x86_64
gpinky | /usr/local/Cellar/coreutils/9.10/bin/gpinky | Mach-O 64-bit executable x86_64
gpr | /usr/local/Cellar/coreutils/9.10/bin/gpr | Mach-O 64-bit executable x86_64
gprintenv | /usr/local/Cellar/coreutils/9.10/bin/gprintenv | Mach-O 64-bit executable x86_64
gprintf | /usr/local/Cellar/coreutils/9.10/bin/gprintf | Mach-O 64-bit executable x86_64
gptx | /usr/local/Cellar/coreutils/9.10/bin/gptx | Mach-O 64-bit executable x86_64
gpwd | /usr/local/Cellar/coreutils/9.10/bin/gpwd | Mach-O 64-bit executable x86_64
gr2fonttest | /usr/local/Cellar/graphite2/1.3.15/bin/gr2fonttest | Mach-O 64-bit executable x86_64
gradio | /usr/local/bin/gradio | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
gradle | /usr/local/Cellar/gradle/9.2.0/bin/gradle | Bourne-Again shell script text executable, ASCII text
graph2dot | /usr/local/Cellar/ffmpeg/8.1.1/bin/graph2dot | Mach-O 64-bit executable x86_64
greadlink | /usr/local/Cellar/coreutils/9.10/bin/greadlink | Mach-O 64-bit executable x86_64
grealpath | /usr/local/Cellar/coreutils/9.10/bin/grealpath | Mach-O 64-bit executable x86_64
gresource | /usr/local/Cellar/glib/2.88.2/bin/gresource | Mach-O 64-bit executable x86_64
grm | /usr/local/Cellar/coreutils/9.10/bin/grm | Mach-O 64-bit executable x86_64
grmdir | /usr/local/Cellar/coreutils/9.10/bin/grmdir | Mach-O 64-bit executable x86_64
gseq | /usr/local/Cellar/coreutils/9.10/bin/gseq | Mach-O 64-bit executable x86_64
gsettings | /usr/local/Cellar/glib/2.88.2/bin/gsettings | Mach-O 64-bit executable x86_64
gsha1sum | /usr/local/Cellar/coreutils/9.10/bin/gsha1sum | Mach-O 64-bit executable x86_64
gsha224sum | /usr/local/Cellar/coreutils/9.10/bin/gsha224sum | Mach-O 64-bit executable x86_64
gsha256sum | /usr/local/Cellar/coreutils/9.10/bin/gsha256sum | Mach-O 64-bit executable x86_64
gsha384sum | /usr/local/Cellar/coreutils/9.10/bin/gsha384sum | Mach-O 64-bit executable x86_64
gsha512sum | /usr/local/Cellar/coreutils/9.10/bin/gsha512sum | Mach-O 64-bit executable x86_64
gshred | /usr/local/Cellar/coreutils/9.10/bin/gshred | Mach-O 64-bit executable x86_64
gshuf | /usr/local/Cellar/coreutils/9.10/bin/gshuf | Mach-O 64-bit executable x86_64
gsleep | /usr/local/Cellar/coreutils/9.10/bin/gsleep | Mach-O 64-bit executable x86_64
gsort | /usr/local/Cellar/coreutils/9.10/bin/gsort | Mach-O 64-bit executable x86_64
gsplit | /usr/local/Cellar/coreutils/9.10/bin/gsplit | Mach-O 64-bit executable x86_64
gstat | /usr/local/Cellar/coreutils/9.10/bin/gstat | Mach-O 64-bit executable x86_64
gstdbuf | /usr/local/Cellar/coreutils/9.10/bin/gstdbuf | Mach-O 64-bit executable x86_64
gstty | /usr/local/Cellar/coreutils/9.10/bin/gstty | Mach-O 64-bit executable x86_64
gsum | /usr/local/Cellar/coreutils/9.10/bin/gsum | Mach-O 64-bit executable x86_64
gsutil | /usr/local/share/google-cloud-sdk/bin/gsutil | POSIX shell script text executable, ASCII text
gsync | /usr/local/Cellar/coreutils/9.10/bin/gsync | Mach-O 64-bit executable x86_64
gtac | /usr/local/Cellar/coreutils/9.10/bin/gtac | Mach-O 64-bit executable x86_64
gtail | /usr/local/Cellar/coreutils/9.10/bin/gtail | Mach-O 64-bit executable x86_64
gtee | /usr/local/Cellar/coreutils/9.10/bin/gtee | Mach-O 64-bit executable x86_64
gtest | /usr/local/Cellar/coreutils/9.10/bin/gtest | Mach-O 64-bit executable x86_64
gtester | /usr/local/Cellar/glib/2.88.2/bin/gtester | Mach-O 64-bit executable x86_64
gtester-report | /usr/local/Cellar/glib/2.88.2/bin/gtester-report | Python script text executable, ASCII text
gtimeout | /usr/local/Cellar/coreutils/9.10/bin/gtimeout | Mach-O 64-bit executable x86_64
gtouch | /usr/local/Cellar/coreutils/9.10/bin/gtouch | Mach-O 64-bit executable x86_64
gtr | /usr/local/Cellar/coreutils/9.10/bin/gtr | Mach-O 64-bit executable x86_64
gtrue | /usr/local/Cellar/coreutils/9.10/bin/gtrue | Mach-O 64-bit executable x86_64
gtruncate | /usr/local/Cellar/coreutils/9.10/bin/gtruncate | Mach-O 64-bit executable x86_64
gtsort | /usr/local/Cellar/coreutils/9.10/bin/gtsort | Mach-O 64-bit executable x86_64
gtty | /usr/local/Cellar/coreutils/9.10/bin/gtty | Mach-O 64-bit executable x86_64
guname | /usr/local/Cellar/coreutils/9.10/bin/guname | Mach-O 64-bit executable x86_64
gunexpand | /usr/local/Cellar/coreutils/9.10/bin/gunexpand | Mach-O 64-bit executable x86_64
guniq | /usr/local/Cellar/coreutils/9.10/bin/guniq | Mach-O 64-bit executable x86_64
gunlink | /usr/local/Cellar/coreutils/9.10/bin/gunlink | Mach-O 64-bit executable x86_64
gusers | /usr/local/Cellar/coreutils/9.10/bin/gusers | Mach-O 64-bit executable x86_64
gvdir | /usr/local/Cellar/coreutils/9.10/bin/gvdir | Mach-O 64-bit executable x86_64
gwc | /usr/local/Cellar/coreutils/9.10/bin/gwc | Mach-O 64-bit executable x86_64
gwho | /usr/local/Cellar/coreutils/9.10/bin/gwho | Mach-O 64-bit executable x86_64
gwhoami | /usr/local/Cellar/coreutils/9.10/bin/gwhoami | Mach-O 64-bit executable x86_64
gyes | /usr/local/Cellar/coreutils/9.10/bin/gyes | Mach-O 64-bit executable x86_64
happy | /usr/local/lib/node_modules/happy-coder/bin/happy.mjs | a /usr/bin/env node script text executable, ASCII text
happy-mcp | /usr/local/lib/node_modules/happy-coder/bin/happy-mcp.mjs | a /usr/bin/env node script text executable, ASCII text
hb-info | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-info | Mach-O 64-bit executable x86_64
hb-raster | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-raster | Mach-O 64-bit executable x86_64
hb-shape | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-shape | Mach-O 64-bit executable x86_64
hb-subset | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-subset | Mach-O 64-bit executable x86_64
hb-vector | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-vector | Mach-O 64-bit executable x86_64
hb-view | /usr/local/Cellar/harfbuzz/14.2.1/bin/hb-view | Mach-O 64-bit executable x86_64
hf | /usr/local/bin/hf | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
hf-gradio | /usr/local/bin/hf-gradio | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
hmac256 | /usr/local/Cellar/libgcrypt/1.12.2/bin/hmac256 | Mach-O 64-bit executable x86_64
hostid | /usr/local/Cellar/coreutils/9.10/bin/ghostid | Mach-O 64-bit executable x86_64
hprof-conv | /usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/hprof-conv | Mach-O universal binary with 2 architectures: [x86_64:Mach-O 64-bit executable x
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/hprof-conv (for
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/hprof-conv (for
httpserv | /usr/local/Cellar/nss/3.123.1/bin/httpserv | Mach-O 64-bit executable x86_64
httpx | /usr/local/bin/httpx | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
huggingface-cli | /usr/local/bin/huggingface-cli | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
humanfriendly | /usr/local/bin/humanfriendly | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
idle3 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/idle3.14 | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
idle3.11 | /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.11/bin/idle3.11 | a /usr/local/Cellar/python@3.11/3.11.15/Frameworks/Python.framework/Versions/3.1
idle3.12 | /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12/bin/idle3.12 | a /usr/local/Cellar/python@3.12/3.12.9/Frameworks/Python.framework/Versions/3.12
idle3.13 | /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/bin/idle3.13 | a /usr/local/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13
idle3.14 | /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14/bin/idle3.14 | a /usr/local/Cellar/python@3.14/3.14.5/Frameworks/Python.framework/Versions/3.14
idn2 | /usr/local/Cellar/libidn2/2.3.8/bin/idn2 | Mach-O 64-bit executable x86_64
imagetops | /usr/local/Cellar/leptonica/1.87.0/bin/imagetops | Mach-O 64-bit executable x86_64
img2webp | /usr/local/Cellar/webp/1.6.0/bin/img2webp | Mach-O 64-bit executable x86_64
indent_arm_assembly.pl | /usr/local/Cellar/ffmpeg/8.1.1/bin/indent_arm_assembly.pl | Perl script text executable
initdb | /usr/local/Cellar/postgresql@16/16.14/bin/initdb | Mach-O 64-bit executable x86_64
inv | /usr/local/bin/inv | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
invoke | /usr/local/bin/invoke | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
ipython | /usr/local/bin/ipython | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
ipython3 | /usr/local/bin/ipython3 | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
ismindex | /usr/local/Cellar/ffmpeg/8.1.1/bin/ismindex | Mach-O 64-bit executable x86_64
isympy | /usr/local/bin/isympy | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jlpm | /usr/local/bin/jlpm | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jp.py | /usr/local/bin/jp.py | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
jpegtran | /usr/local/Cellar/jpeg-turbo/3.1.4.1/bin/jpegtran | Mach-O 64-bit executable x86_64
jpgicc | /usr/local/Cellar/little-cms2/2.19/bin/jpgicc | Mach-O 64-bit executable x86_64
json_repair | /usr/local/bin/json_repair | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jsonl2scp | /usr/local/bin/jsonl2scp | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
jsonpointer | /usr/local/bin/jsonpointer | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jsonschema | /usr/local/bin/jsonschema | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jupyter | /usr/local/bin/jupyter | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jupyter-console | /usr/local/bin/jupyter-console | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-dejavu | /usr/local/bin/jupyter-dejavu | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-events | /usr/local/bin/jupyter-events | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-execute | /usr/local/bin/jupyter-execute | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-kernel | /usr/local/bin/jupyter-kernel | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-kernelspec | /usr/local/bin/jupyter-kernelspec | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-lab | /usr/local/bin/jupyter-lab | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-labextension | /usr/local/bin/jupyter-labextension | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-labhub | /usr/local/bin/jupyter-labhub | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-migrate | /usr/local/bin/jupyter-migrate | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jupyter-nbconvert | /usr/local/bin/jupyter-nbconvert | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-notebook | /usr/local/bin/jupyter-notebook | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-run | /usr/local/bin/jupyter-run | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-server | /usr/local/bin/jupyter-server | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
jupyter-troubleshoot | /usr/local/bin/jupyter-troubleshoot | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
jupyter-trust | /usr/local/bin/jupyter-trust | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
kaggle | /usr/local/bin/kaggle | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
kbxutil | /usr/local/Cellar/gnupg/2.5.19/bin/kbxutil | Mach-O 64-bit executable x86_64
keyring | /usr/local/bin/keyring | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
ksba-config | /usr/local/Cellar/libksba/1.7.0/bin/ksba-config | POSIX shell script text executable, ASCII text
kubectl | /Applications/Docker.app/Contents/Resources/bin/kubectl | Mach-O 64-bit executable arm64
kubectl.docker | /Applications/Docker.app/Contents/Resources/bin/kubectl | Mach-O 64-bit executable arm64
kubectl.lima | /usr/local/Cellar/lima/2.1.4/bin/kubectl.lima | POSIX shell script text executable, ASCII text
lame | /usr/local/Cellar/lame/3.100/bin/lame | Mach-O 64-bit executable x86_64
lark-cli | /usr/local/lib/node_modules/@larksuite/cli/scripts/run.js | a /usr/bin/env node script text executable, ASCII text
latest-science-mcp | /usr/local/lib/node_modules/@futurelab-studio/latest-science-mcp/dist/server.js | a /usr/bin/env node script text executable, Unicode text, UTF-8 text
libassuan-config | /usr/local/Cellar/libassuan/3.0.2/bin/libassuan-config | POSIX shell script text executable, ASCII text
libgcrypt-config | /usr/local/Cellar/libgcrypt/1.12.2/bin/libgcrypt-config | POSIX shell script text executable, ASCII text
libpng-config | /usr/local/Cellar/libpng/1.6.58/bin/libpng16-config | POSIX shell script text executable, ASCII text
