0623ba1a-45b5-4d98-8570-30feb279262e	0623ba1a-45b5-4d98-8570-30feb279262e	active	Auth Canary
11111111-1111-4111-8111-111111111111	11111111-1111-4111-8111-111111111111	active	Other Test Principal
30ec9983-32b1-4ffb-80df-6edd1d24e3ef	3d-print-agent	active	3D打印专家
bba89c1f-734b-4fc8-95b0-f1a1bdf9b30d	account-manager-agent	active	账号管理专家
9a0b17f9-573f-4b0a-8421-a527bb0f87c1	agent-a-e2e	active	Agent A E2E Test
c30d17db-e0ad-432a-9423-e823feb170eb	agent-b-e2e	active	Agent B E2E Test
39938395-a46c-46e8-b558-849de147f877	agent-dev-engineer	active	后端开发工程师
ed55e35c-f0a1-43fe-a2db-f6b7c45b7005	agt_3d-print-agent	active	3D打印专家
a36ab7b7-490a-4753-b98f-c412959d4b56	agt_account-manager-agent	active	账号管理专家
1e716670-f3b0-44fd-a9da-9ed46fc65789	agt_agent-dev-engineer	active	后端开发工程师
9df952bc-237e-4dc9-845f-cd52776bf25f	agt_arch-reviewer	active	系统架构审查员
8b44befd-934e-48cd-afac-31ed981fb732	agt_article-publisher-agent	active	文章发布管家
3fd24642-b6c9-4fcb-8d63-59acd47baefe	agt_backend-engineer-2	active	后端开发工程师(新)
9ddbb1c7-ea91-43af-832d-59033375cb7f	agt_biz-explorer	active	商业化探索
01599df6-d9aa-4e98-874c-77f6729f5941	agt_biz-product-designer	active	商业产品设计师
3ca56da2-f00a-4e5e-8779-653be8057b4f	agt_biz-reviewer	active	商业模式评审官
fd58881a-fdba-4ef2-9a80-b733671f24f1	agt_blog-agent	active	博客写作
4b25917d-93df-496f-8715-afc9d734abc3	agt_book-deconstructor-agent	active	拆书专家
d5b3aeb2-e754-49a9-9914-b963521c0985	agt_build-in-public-agent	active	Build in Public 主理人
25a6789f-daa5-4600-a764-b0209b9c8e19	agt_ceo-agent	active	龙虾合伙人
271876c1-5bc9-4902-855d-68bf5c99eccb	agt_content-ops-agent	active	内容运营专家
aaaf53e6-140b-4af4-9e34-82d0e6c92f2d	agt_course-community-agent	active	社群班主任
9f7cf4c5-7b2c-4239-9993-d9b2a2e0df56	agt_course-community-agent-2	active	论坛版主
622cc051-9388-4e41-9f0d-7b8cec035b0e	agt_creative-writer	active	文学创作
4e5a4578-0645-4133-bd35-b80e453dfee9	agt_cto-agent	active	技术研发总监
4074e8c2-67f1-409f-830c-1690cc7c64f2	agt_daily-thought-agent	active	随想记录员
823bf0e2-0c25-49c7-87ad-c77405c6c133	agt_delivery-review-agent	active	复盘专家
7dadf79c-0144-4212-9695-535d854c88dc	agt_devtools-agent	active	Web前端开发工程师
ddff9f0a-6ef0-4bf0-aff9-239ee8e38c8c	agt_discipline-coach-agent	active	工作规范教练
debec784-3bd9-4dcf-aca4-549a7416d680	agt_education-agent	active	AI教育顾问
b21ddb23-42f6-47c4-a27f-bc44950e554c	agt_efficiency-agent	active	效率管家
af948833-5e48-4965-b1df-fdd565d1d63c	agt_email-manager-agent	active	邮箱管理专家
5b9a9cb8-a027-42b7-a3b3-17d7e7afe5f7	agt_explorer	active	探索家
3affffb7-feb9-4fe7-b865-9fee4d760fb1	agt_family-doctor-2-agent	active	家庭医生
e4c0ca12-eaf5-406a-91b2-47ef07c0de9b	agt_family-steward-agent	active	家庭管家
ab1cd4a3-5b01-45ea-a165-20a97b4af87f	agt_feishu-expert-2-agent	active	飞书专家2
1e0e3be2-82ee-4bcf-818f-96048664b84f	agt_feishu-expert-agent	active	飞书专家
3e6c1225-a306-423b-91da-4ed3b9acdd1b	agt_finance-agent	active	财务监控员
5a647224-fa7e-490f-91fe-a134daf37479	agt_finance-housekeeper-agent	active	财务管家
f62285fc-e36d-4d16-9de5-8cd869f410c8	agt_frontend-react-engineer	active	前端工程师-React
4f16b012-4bc9-45ae-ab9d-6418f9a01fd4	agt_game-designer-agent	active	游戏策划师
6d184076-6037-4d29-96bc-b0196bab5056	agt_game-dev-agent	active	宝宝游戏开发师
208f91e9-90da-4109-bfa7-710d8713212e	agt_game-producer-agent	active	游戏制作人
8a81aa51-bbaa-4c93-9510-eb4f0da7a06c	agt_hao-yang-mao-agent	active	薅羊毛专家
9758e1d7-fc63-4e7f-9277-ef9020bf923c	agt_healthcheck-agent	active	健康检查助手
a8e69d20-c784-4f4a-aac9-6a24e5302717	agt_home-repair-agent	active	家修顾问
dc702687-6515-4a2a-91ae-e572a9bbd766	agt_hr-agent	active	HR助手
bebd919a-9da5-46a0-a0de-57625066ddab	agt_image-gen-agent	active	图像生成专家
69c92a47-6c42-4e72-9617-b887fb871b57	agt_investment-debater	active	投资风控官 - 投资
04dd2c02-502e-4a1e-bc21-7719ab42d718	agt_itops-agent	active	IT运维助手
30527120-2894-4f87-9516-302059149ddd	agt_job-watch-agent	active	求职情报官
8402d851-5bae-475c-bdb2-6fa1522803cf	agt_knowledge-curator-agent	active	知识管家
40daa67b-af5a-462d-b4ca-d40213147afb	agt_learning-expert	active	学习专家
d2c98674-03b1-4b87-bba2-e41eddb0568a	agt_lobster-agent	active	龙虾进化助手
5ee12519-49bd-4fbc-a626-c9f754f15d09	agt_lobster-guide-agent	active	龙虾新手指导员
d2691e77-4ce4-493d-96e8-870e56f4977e	agt_miniapp-game-engineer	active	小程序开发工程师
858da6a2-ccbd-49e1-bc94-1afceb92d423	agt_mobile-app-engineer	active	手机应用开发工程师
92e1d6d0-e722-41c9-b68b-90d97faa830f	agt_needs-radar-agent	active	需求研究员
d15420ee-90fa-4f52-8114-b66b4a6c2f98	agt_novel-writer	active	网文写手
9edc2b13-c543-4776-acdc-b7a7474ce2cb	agt_open-source-agent	active	开源管家
9004627e-6c97-4eb7-8031-51d881b7722e	agt_paper-reviewer-agent	active	学术论文审稿专家
16f9a572-4281-4602-9ec6-22a7687378e7	agt_podcast-producer-agent	active	播客制作人
b2d51a5e-a2e5-4a2c-951d-d24b892ac2ce	agt_ppt-designer	active	PPT设计师
88e5cb26-349a-42e0-afed-bf741dbadc42	agt_private-chef-agent	active	私厨指导员
3d4eb075-235c-4ad7-8abd-a8e8d36d879d	agt_product-designer	active	产品设计师
33a71ab4-0eee-4bb7-86fe-a513cac7cbe0	agt_product-manager	active	产品经理
c4f53ae3-c2b9-4eee-a542-f13469b38705	agt_psychology-agent	active	心理学研究
18f52e76-3922-47d1-92d7-cec00ce8ac8d	agt_qa-reviewer	active	质量审查专员
1fa1e12d-24fb-47da-ac7b-fb4ab3eae080	agt_qa-reviewer-2	active	质量审查专员二号
fddf93dd-fbe2-4664-8e09-26601bdef58f	agt_quant-trading-agent	active	量化交易专家
93130a60-3c59-4ab9-88b5-70f152451e5b	agt_reader-simulator-agent	active	读者模仿者
86f138b7-43cf-42ec-8694-9e32be0f0862	agt_reimbursement-expert	active	报销专家
a4b14810-321b-4060-ae75-042dcb87892b	agt_research-agent	active	深度研究员
28588c07-82b6-4212-aa65-e633a93723bc	agt_sales-copy-agent	active	销售文案写手
2fae18ce-c81e-411d-b9cc-76346d37ab5c	agt_search-expert-agent	active	搜索专家
e15a185f-e82d-49d5-9316-04ebb5b0a251	agt_security-agent	active	安全卫士
fbc89748-6c1c-46cd-8ccf-bfa8b5853a75	agt_shopping-list-agent	active	购物清单管家
8eac00cf-fd18-456b-85a5-717ae9e463b4	agt_skill-engineer-agent	active	技能研究员
ea95eef8-b7c8-4fa7-b73d-e51839d44a44	agt_smart-home-agent	active	智居管家
05459bc9-abca-4632-a297-c1c7cb97ddde	agt_social-butterfly-agent	active	社交达人 - 管家
e5947aa1-7a42-4a56-95aa-9af5601852fe	agt_soul-questioner-agent	active	灵魂拷问师
a484b423-131a-4b05-b79b-0a193e06090e	agt_stock_agent	active	Stock Agent
8e299ff0-2e28-4998-a062-3a880c65096c	agt_stock-agent	active	股票分析师
033ea97d-296b-4cd1-a92a-eb638f42d49f	agt_test-engineer	active	测试工程师
72ff7ee1-9260-485d-8400-5768f2b59acd	agt_thesis-advisor-agent	active	论文导师
41f0eadc-0774-4063-8c24-ca6dbc122398	agt_training-expert-agent	active	训练专家
79e4a43b-002b-4a03-90ca-82ee4724c287	agt_transcript-editor-agent	active	文稿校审师
6bbdfbcc-7a6f-4925-ae70-07eeccf74d65	agt_translation-qa-agent	active	翻译审校
75707797-542b-44fe-be0e-38c0f11512b6	agt_translator-agent	active	翻译专家
254db36c-6a88-4356-9dee-f5ee1695841c	agt_travel-planner-agent	active	旅游规划师
4bb26368-52ec-4def-82c0-3a64400c7818	agt_trend-tracker	active	前沿观察员
08c18ba3-c594-43b1-9493-6b3e22b6bbbe	agt_video-model-expert	active	视频模型专家
94c55acc-8b93-46f9-81af-9f28382f8fbc	agt_video-producer	active	视频制作人
90aac9b8-c1a4-496c-aed7-fe42c08023eb	agt_voice-tech-agent	active	语音技术专家
9e3adced-575f-4fb2-b351-f7698b59127d	agt_writing-style-analyst-agent	active	文风分析师
4684680a-60c4-487b-b362-de7a3367fed2	arch-reviewer	active	系统架构审查员
d2bec623-56ba-46cb-a217-933cfe63a243	article-publisher-agent	active	文章发布管家
b6b033c4-90ba-40aa-a338-304da442cab7	b6b033c4-90ba-40aa-a338-304da442cab7	active	龙虾合伙人
b2b67eed-38b6-4aed-899b-b2b93fc56f80	backend-engineer-2	active	后端开发工程师(新)
fe2bfbbb-229f-483d-aaa1-42ae14b79a49	biz-explorer	active	商业化探索
ff90d51e-1a67-47ab-aaa9-67f6852a579b	biz-product-designer	active	商业产品设计师
fedef046-3289-4b0c-83c1-f7681373dce0	biz-reviewer	active	商业模式评审官
81c7fc7e-c696-4b47-bfd6-f12a9ecb68a6	blog-agent	active	博客写作
1aa584d1-28c1-4260-8c21-015f47f34b87	book-deconstructor-agent	active	拆书专家
bb9d8f48-7962-4321-8fb1-554bb428c159	build-in-public-agent	active	Build in Public 主理人
01bba696-8474-4337-b598-e13155f3d4a3	canary-e2e-cf1adf8f-svc-workflow-canary	active	SVC Workflow Auth V1 Canary Agent
26b2be56-353f-406c-9865-bff91149b4fb	ceo-agent	active	龙虾合伙人 (ceo-agent)
aed2c679-71c0-4e23-8d73-c448c5ea6dd2	content-ops-agent	active	内容运营专家
1f5b6d46-4abd-4964-9575-1ccad219a1b2	course-community-agent	active	社群班主任
132ab857-35ab-408b-b909-bc0b1deab55b	course-community-agent-2	active	论坛版主
3c4b92a3-fe95-407c-8363-5b44b78d46f6	creative-writer	active	文学创作
3e2439d2-fb54-44f5-afee-77aa17c40d22	cto-agent	active	技术研发总监
2a24b855-4640-48ea-9042-56235e451bf1	daily-thought-agent	active	随想记录员
6bbb8dcb-62e2-4550-a59c-a5f13ba7d056	delivery-review-agent	active	复盘专家
1680fd97-e4c4-42df-9ce6-ba46c9dc31e2	devtools-agent	active	Web前端开发工程师
f1e3fcac-f94b-4845-9c0f-272d66b3c816	discipline-coach-agent	active	工作规范教练
137992b6-e09f-40ca-84a3-1f797078ef58	education-agent	active	AI教育顾问
d09f8849-073c-484a-978c-f375113c28b2	efficiency-agent	disabled	
95eab282-22c7-46a2-8580-abfef4942cdc	efficiency-manager	active	效率管家
446ac233-db75-4086-ba67-d87445bc3f41	email-manager-agent	active	邮箱管理专家
c1c359a0-df35-41db-ae91-a1e26b44fa53	explorer	active	探索家
a45858d2-f72a-47c8-b75a-cb5bf1d4aee3	family-doctor-2-agent	active	家庭医生
cd9243a4-8550-4869-b77a-eb30036cfb0f	family-steward-agent	active	
fe04ccdf-5902-4536-a4ac-22cc633cbd00	feishu-expert-2-agent	active	飞书专家2
029e5deb-81ca-4f9e-a7a6-f92a7e4bc0a6	feishu-expert-agent	active	飞书专家
3f99bf95-95c5-437f-bb76-990a88ab97af	finance-agent	active	财务监控员
018f6e50-9744-4dd1-b005-51a66a305db8	finance-housekeeper-agent	active	财务管家
54922e8e-9ce1-41b9-bea4-9caca051c0eb	frontend-react-engineer	active	前端工程师-React
4af8d4e7-8eae-4904-a142-b3f3d8f0b959	game-designer-agent	active	游戏策划师
913dbd48-2311-4a10-9620-54c8b3e1c61a	game-dev-agent	active	宝宝游戏开发师
3b35907e-f3a5-4ce9-b09d-fcedd59cee94	game-producer-agent	active	游戏制作人
a416036b-f723-4702-84e2-33cb8af72e92	gzh-agent	active	OpenClaw Agent: gzh-agent
03bd2421-1bd7-41a1-9ef8-709d03519aca	hao-yang-mao-agent	active	薅羊毛专家
25012773-1b80-4018-bc5d-053fc0fcc30f	healthcheck-agent	active	健康检查助手
34a1263c-1a2b-4e90-a94e-a7f4d9c3ce70	home-repair-agent	active	家修顾问
bc970ced-710f-4479-9ff0-e295a1c59424	hr-agent	active	HR助手
87b760da-14b3-46d1-b529-9350ad95d2c0	image-gen-agent	active	图像生成专家
d602cde4-e2e1-4f07-b92b-8131d4999013	investment-debater	active	投资风控官 - 投资
eee90beb-dfcc-49dd-9dbb-fa6b3db73a72	itops-agent	active	IT运维助手
